,0,1,2
0,0.7284482059979691,0.7670753721176465,0.7640598858907812
1,0.7307444617576162,0.7705314148581727,0.7640598858907812
2,0.7329685313370735,0.7739791182360688,0.7640598858907812
3,0.7351788153612849,0.7774819380908642,0.7640598858907812
4,0.737542077274312,0.7809195767207392,0.7640598858907812
5,0.7398897991068638,0.7843684303555858,0.7640598858907812
6,0.7420742665457977,0.7876926728251351,0.7640598858907812
7,0.7442270689820886,0.7908480192384292,0.7640598858907812
8,0.7465260818527757,0.794219901515013,0.7640598858907812
9,0.7489280268693027,0.7977548327085335,0.7640598858907812
10,0.7511979647507517,0.8010389120409828,0.7640598858907812
11,0.7569451209578135,0.814355436286642,0.7855089871734374
12,0.7607409944815992,0.8132484098656578,0.7855089871734374
13,0.7579744424160746,0.8233180464189909,0.8069580884560937
14,0.7618527786248676,0.8222782141724336,0.8069580884560937
15,0.7656685367677476,0.8211783768571289,0.8069580884560937
16,0.7629054937526363,0.8313589173474761,0.8284071897387499
17,0.7670844386146004,0.8302972302196951,0.8284071897387499
18,0.7710962022883999,0.8292249032154527,0.8284071897387499
19,0.7639617179308335,0.8404857266537121,0.8498562910214063
20,0.7681912098286939,0.8392826537806685,0.8498562910214063
21,0.7723369022604207,0.8380324203743952,0.8498562910214063
22,0.776455775521029,0.8367219901898244,0.8498562910214063
23,0.7696196439984837,0.8483739968321724,0.8713053923040625
24,0.7737993407998209,0.8469748051560664,0.8713053923040625
25,0.7777108458900337,0.8456882428023655,0.8713053923040625
26,0.7813858242717648,0.8444632191933231,0.8713053923040625
27,0.7704069245261831,0.8571917704485463,0.8927544935867188
28,0.7743343038921261,0.8559884100113173,0.8927544935867188
29,0.7782432189689339,0.854722168863069,0.8927544935867188
30,0.7823114616448281,0.853335630012931,0.8927544935867188
31,0.7861639812683588,0.8519755470717493,0.8927544935867188
32,0.775289099803245,0.8653353976610354,0.914203594869375
33,0.7795582773904465,0.8640141358905928,0.914203594869375
34,0.7837435719626966,0.8626456177320062,0.914203594869375
35,0.7877785622083687,0.861288122868911,0.914203594869375
36,0.791505173760655,0.8600196770615365,0.914203594869375
37,0.8999482832806289,0.6170136224925775,0.7640598858907812
38,0.9021587344024908,0.6202674117263979,0.7640598858907812
39,0.9045996131689702,0.6240391999886606,0.7640598858907812
40,0.9071113413345284,0.6278219156915005,0.7640598858907812
41,0.909500586930468,0.6314202068698452,0.7640598858907812
42,0.9117270794256952,0.6348690605046221,0.7640598858907812
