,hall,floor,row,col,seat
2539,PH,1F,19,24,PH_S_1F_19_24
2540,PH,1F,19,25,PH_S_1F_19_25
2541,PH,1F,19,26,PH_S_1F_19_26
2542,PH,1F,19,27,PH_S_1F_19_27
2543,PH,1F,19,28,PH_S_1F_19_28
2544,PH,1F,19,29,PH_S_1F_19_29
2545,PH,1F,19,30,PH_S_1F_19_30
2546,PH,1F,19,31,PH_S_1F_19_31
2547,PH,1F,19,32,PH_S_1F_19_32
2548,PH,1F,19,33,PH_S_1F_19_33
2549,PH,1F,19,34,PH_S_1F_19_34
2550,PH,1F,19,35,PH_S_1F_19_35
2551,PH,1F,19,36,PH_S_1F_19_36
2552,PH,1F,19,37,PH_S_1F_19_37
2553,PH,1F,19,38,PH_S_1F_19_38
2554,PH,1F,19,39,PH_S_1F_19_39
2555,PH,1F,19,40,PH_S_1F_19_40
2556,PH,1F,19,41,PH_S_1F_19_41
2557,PH,1F,19,42,PH_S_1F_19_42
2558,PH,1F,19,43,PH_S_1F_19_43
2559,PH,1F,19,44,PH_S_1F_19_44
2560,PH,1F,19,45,PH_S_1F_19_45
2561,PH,1F,19,46,PH_S_1F_19_46
2562,PH,1F,19,47,PH_S_1F_19_47
2563,PH,1F,19,48,PH_S_1F_19_48
2564,PH,1F,19,49,PH_S_1F_19_49
2565,PH,1F,19,50,PH_S_1F_19_50
2566,PH,1F,19,51,PH_S_1F_19_51
2567,PH,1F,19,52,PH_S_1F_19_52
2568,PH,1F,19,53,PH_S_1F_19_53
2569,PH,1F,19,54,PH_S_1F_19_54
2570,PH,1F,19,55,PH_S_1F_19_55
2571,PH,1F,19,56,PH_S_1F_19_56
2572,PH,1F,19,57,PH_S_1F_19_57
2573,PH,1F,19,58,PH_S_1F_19_58
2574,PH,1F,19,59,PH_S_1F_19_59
2575,PH,1F,19,60,PH_S_1F_19_60
2576,PH,1F,19,61,PH_S_1F_19_61
2577,PH,1F,19,62,PH_S_1F_19_62
2578,PH,1F,19,63,PH_S_1F_19_63
2579,PH,1F,19,64,PH_S_1F_19_64
2580,PH,1F,19,65,PH_S_1F_19_65
2581,PH,1F,19,66,PH_S_1F_19_66
2582,PH,1F,19,67,PH_S_1F_19_67
2583,PH,1F,19,68,PH_S_1F_19_68
2584,PH,1F,19,69,PH_S_1F_19_69
2585,PH,1F,19,70,PH_S_1F_19_70
2586,PH,1F,19,71,PH_S_1F_19_71
2587,PH,1F,19,72,PH_S_1F_19_72
2588,PH,1F,19,73,PH_S_1F_19_73
2589,PH,1F,19,74,PH_S_1F_19_74
2590,PH,1F,20,14,PH_S_1F_20_14
2591,PH,1F,20,15,PH_S_1F_20_15
2592,PH,1F,20,16,PH_S_1F_20_16
2593,PH,1F,20,17,PH_S_1F_20_17
2594,PH,1F,20,18,PH_S_1F_20_18
2595,PH,1F,20,19,PH_S_1F_20_19
2596,PH,1F,20,20,PH_S_1F_20_20
2597,PH,1F,20,21,PH_S_1F_20_21
2598,PH,1F,20,22,PH_S_1F_20_22
2599,PH,1F,20,23,PH_S_1F_20_23
2600,PH,1F,20,24,PH_S_1F_20_24
2601,PH,1F,20,25,PH_S_1F_20_25
2602,PH,1F,20,26,PH_S_1F_20_26
2603,PH,1F,20,27,PH_S_1F_20_27
2604,PH,1F,20,28,PH_S_1F_20_28
2605,PH,1F,20,29,PH_S_1F_20_29
2606,PH,1F,20,30,PH_S_1F_20_30
2607,PH,1F,20,31,PH_S_1F_20_31
2608,PH,1F,20,32,PH_S_1F_20_32
2609,PH,1F,20,33,PH_S_1F_20_33
2610,PH,1F,20,34,PH_S_1F_20_34
2611,PH,1F,20,35,PH_S_1F_20_35
2612,PH,1F,20,36,PH_S_1F_20_36
2613,PH,1F,20,37,PH_S_1F_20_37
2614,PH,1F,20,38,PH_S_1F_20_38
2615,PH,1F,20,50,PH_S_1F_20_50
2616,PH,1F,20,51,PH_S_1F_20_51
2617,PH,1F,20,52,PH_S_1F_20_52
2618,PH,1F,20,53,PH_S_1F_20_53
2619,PH,1F,20,54,PH_S_1F_20_54
2620,PH,1F,20,55,PH_S_1F_20_55
2621,PH,1F,20,56,PH_S_1F_20_56
2622,PH,1F,20,57,PH_S_1F_20_57
2623,PH,1F,20,58,PH_S_1F_20_58
2624,PH,1F,20,59,PH_S_1F_20_59
2625,PH,1F,20,60,PH_S_1F_20_60
2626,PH,1F,20,61,PH_S_1F_20_61
2627,PH,1F,20,62,PH_S_1F_20_62
2628,PH,1F,20,63,PH_S_1F_20_63
2629,PH,1F,20,64,PH_S_1F_20_64
2630,PH,1F,20,65,PH_S_1F_20_65
2631,PH,1F,20,66,PH_S_1F_20_66
2632,PH,1F,20,67,PH_S_1F_20_67
2633,PH,1F,20,68,PH_S_1F_20_68
2634,PH,1F,20,69,PH_S_1F_20_69
2635,PH,1F,20,70,PH_S_1F_20_70
2636,PH,1F,20,71,PH_S_1F_20_71
2637,PH,1F,20,72,PH_S_1F_20_72
2638,PH,1F,20,73,PH_S_1F_20_73
2639,PH,1F,20,74,PH_S_1F_20_74
2640,PH,1F,21,21,PH_S_1F_21_21
2641,PH,1F,21,22,PH_S_1F_21_22
2642,PH,1F,21,23,PH_S_1F_21_23
2643,PH,1F,21,24,PH_S_1F_21_24
2644,PH,1F,21,25,PH_S_1F_21_25
2645,PH,1F,21,26,PH_S_1F_21_26
2646,PH,1F,21,27,PH_S_1F_21_27
2647,PH,1F,21,28,PH_S_1F_21_28
2648,PH,1F,21,29,PH_S_1F_21_29
2649,PH,1F,21,30,PH_S_1F_21_30
2650,PH,1F,21,31,PH_S_1F_21_31
2651,PH,1F,21,32,PH_S_1F_21_32
2652,PH,1F,21,56,PH_S_1F_21_56
2653,PH,1F,21,57,PH_S_1F_21_57
2654,PH,1F,21,58,PH_S_1F_21_58
2655,PH,1F,21,59,PH_S_1F_21_59
2656,PH,1F,21,60,PH_S_1F_21_60
2657,PH,1F,21,61,PH_S_1F_21_61
2658,PH,1F,21,62,PH_S_1F_21_62
2659,PH,1F,21,63,PH_S_1F_21_63
2660,PH,1F,21,64,PH_S_1F_21_64
2661,PH,1F,21,65,PH_S_1F_21_65
2662,PH,1F,21,66,PH_S_1F_21_66
2663,PH,1F,21,67,PH_S_1F_21_67
2664,PH,2F,01,13,PH_S_2F_01_13
2665,PH,2F,01,14,PH_S_2F_01_14
2666,PH,2F,01,15,PH_S_2F_01_15
2667,PH,2F,01,16,PH_S_2F_01_16
2668,PH,2F,01,17,PH_S_2F_01_17
2669,PH,2F,01,18,PH_S_2F_01_18
2670,PH,2F,01,19,PH_S_2F_01_19
2671,PH,2F,01,20,PH_S_2F_01_20
2672,PH,2F,01,21,PH_S_2F_01_21
2673,PH,2F,01,22,PH_S_2F_01_22
2674,PH,2F,01,23,PH_S_2F_01_23
2675,PH,2F,01,24,PH_S_2F_01_24
2676,PH,2F,01,25,PH_S_2F_01_25
2677,PH,2F,01,26,PH_S_2F_01_26
2678,PH,2F,01,27,PH_S_2F_01_27
2679,PH,2F,01,28,PH_S_2F_01_28
2680,PH,2F,01,29,PH_S_2F_01_29
2681,PH,2F,01,30,PH_S_2F_01_30
2682,PH,2F,01,31,PH_S_2F_01_31
2683,PH,2F,01,32,PH_S_2F_01_32
2684,PH,2F,01,33,PH_S_2F_01_33
2685,PH,2F,01,34,PH_S_2F_01_34
2686,PH,2F,01,35,PH_S_2F_01_35
2687,PH,2F,01,36,PH_S_2F_01_36
2688,PH,2F,01,37,PH_S_2F_01_37
2689,PH,2F,01,38,PH_S_2F_01_38
2690,PH,2F,01,39,PH_S_2F_01_39
2691,PH,2F,01,40,PH_S_2F_01_40
2692,PH,2F,01,41,PH_S_2F_01_41
2693,PH,2F,01,42,PH_S_2F_01_42
2694,PH,2F,01,43,PH_S_2F_01_43
2695,PH,2F,01,44,PH_S_2F_01_44
2696,PH,2F,01,45,PH_S_2F_01_45
2697,PH,2F,01,46,PH_S_2F_01_46
2698,PH,2F,01,47,PH_S_2F_01_47
2699,PH,2F,01,48,PH_S_2F_01_48
2700,PH,2F,01,49,PH_S_2F_01_49
2701,PH,2F,01,50,PH_S_2F_01_50
2702,PH,2F,01,51,PH_S_2F_01_51
2703,PH,2F,01,52,PH_S_2F_01_52
2704,PH,2F,01,53,PH_S_2F_01_53
2705,PH,2F,01,54,PH_S_2F_01_54
2706,PH,2F,01,55,PH_S_2F_01_55
2707,PH,2F,01,56,PH_S_2F_01_56
2708,PH,2F,01,57,PH_S_2F_01_57
2709,PH,2F,01,58,PH_S_2F_01_58
2710,PH,2F,01,59,PH_S_2F_01_59
2711,PH,2F,01,60,PH_S_2F_01_60
2712,PH,2F,01,61,PH_S_2F_01_61
2713,PH,2F,01,62,PH_S_2F_01_62
2714,PH,2F,01,63,PH_S_2F_01_63
2715,PH,2F,01,64,PH_S_2F_01_64
2716,PH,2F,01,65,PH_S_2F_01_65
2717,PH,2F,01,66,PH_S_2F_01_66
2718,PH,2F,01,67,PH_S_2F_01_67
2719,PH,2F,01,68,PH_S_2F_01_68
2720,PH,2F,01,69,PH_S_2F_01_69
2721,PH,2F,01,70,PH_S_2F_01_70
2722,PH,2F,01,71,PH_S_2F_01_71
2723,PH,2F,01,72,PH_S_2F_01_72
2724,PH,2F,01,73,PH_S_2F_01_73
2725,PH,2F,02,13,PH_S_2F_02_13
2726,PH,2F,02,14,PH_S_2F_02_14
2727,PH,2F,02,15,PH_S_2F_02_15
2728,PH,2F,02,16,PH_S_2F_02_16
2729,PH,2F,02,17,PH_S_2F_02_17
2730,PH,2F,02,18,PH_S_2F_02_18
2731,PH,2F,02,19,PH_S_2F_02_19
2732,PH,2F,02,20,PH_S_2F_02_20
2733,PH,2F,02,21,PH_S_2F_02_21
2734,PH,2F,02,22,PH_S_2F_02_22
2735,PH,2F,02,23,PH_S_2F_02_23
2736,PH,2F,02,24,PH_S_2F_02_24
2737,PH,2F,02,25,PH_S_2F_02_25
2738,PH,2F,02,26,PH_S_2F_02_26
2739,PH,2F,02,27,PH_S_2F_02_27
2740,PH,2F,02,28,PH_S_2F_02_28
2741,PH,2F,02,29,PH_S_2F_02_29
2742,PH,2F,02,30,PH_S_2F_02_30
2743,PH,2F,02,31,PH_S_2F_02_31
2744,PH,2F,02,32,PH_S_2F_02_32
2745,PH,2F,02,33,PH_S_2F_02_33
2746,PH,2F,02,34,PH_S_2F_02_34
2747,PH,2F,02,35,PH_S_2F_02_35
2748,PH,2F,02,36,PH_S_2F_02_36
2749,PH,2F,02,37,PH_S_2F_02_37
2750,PH,2F,02,38,PH_S_2F_02_38
2751,PH,2F,02,39,PH_S_2F_02_39
2752,PH,2F,02,40,PH_S_2F_02_40
2753,PH,2F,02,41,PH_S_2F_02_41
2754,PH,2F,02,42,PH_S_2F_02_42
2755,PH,2F,02,43,PH_S_2F_02_43
2756,PH,2F,02,44,PH_S_2F_02_44
2757,PH,2F,02,45,PH_S_2F_02_45
2758,PH,2F,02,46,PH_S_2F_02_46
2759,PH,2F,02,47,PH_S_2F_02_47
2760,PH,2F,02,48,PH_S_2F_02_48
2761,PH,2F,02,49,PH_S_2F_02_49
2762,PH,2F,02,50,PH_S_2F_02_50
2763,PH,2F,02,51,PH_S_2F_02_51
2764,PH,2F,02,52,PH_S_2F_02_52
2765,PH,2F,02,53,PH_S_2F_02_53
2766,PH,2F,02,54,PH_S_2F_02_54
2767,PH,2F,02,55,PH_S_2F_02_55
2768,PH,2F,02,56,PH_S_2F_02_56
2769,PH,2F,02,57,PH_S_2F_02_57
2770,PH,2F,02,58,PH_S_2F_02_58
2771,PH,2F,02,59,PH_S_2F_02_59
2772,PH,2F,02,60,PH_S_2F_02_60
2773,PH,2F,02,61,PH_S_2F_02_61
2774,PH,2F,02,62,PH_S_2F_02_62
2775,PH,2F,02,63,PH_S_2F_02_63
2776,PH,2F,02,64,PH_S_2F_02_64
2777,PH,2F,02,65,PH_S_2F_02_65
2778,PH,2F,02,66,PH_S_2F_02_66
2779,PH,2F,02,67,PH_S_2F_02_67
2780,PH,2F,02,68,PH_S_2F_02_68
2781,PH,2F,02,69,PH_S_2F_02_69
2782,PH,2F,02,70,PH_S_2F_02_70
2783,PH,2F,02,71,PH_S_2F_02_71
2784,PH,2F,02,72,PH_S_2F_02_72
2785,PH,2F,02,73,PH_S_2F_02_73
2786,PH,2F,02,74,PH_S_2F_02_74
2787,PH,2F,03,12,PH_S_2F_03_12
2788,PH,2F,03,13,PH_S_2F_03_13
2789,PH,2F,03,14,PH_S_2F_03_14
2790,PH,2F,03,15,PH_S_2F_03_15
2791,PH,2F,03,16,PH_S_2F_03_16
2792,PH,2F,03,17,PH_S_2F_03_17
2793,PH,2F,03,18,PH_S_2F_03_18
2794,PH,2F,03,19,PH_S_2F_03_19
2795,PH,2F,03,20,PH_S_2F_03_20
2796,PH,2F,03,21,PH_S_2F_03_21
2797,PH,2F,03,22,PH_S_2F_03_22
2798,PH,2F,03,23,PH_S_2F_03_23
2799,PH,2F,03,24,PH_S_2F_03_24
2800,PH,2F,03,25,PH_S_2F_03_25
2801,PH,2F,03,26,PH_S_2F_03_26
2802,PH,2F,03,27,PH_S_2F_03_27
2803,PH,2F,03,28,PH_S_2F_03_28
2804,PH,2F,03,29,PH_S_2F_03_29
2805,PH,2F,03,30,PH_S_2F_03_30
2806,PH,2F,03,31,PH_S_2F_03_31
2807,PH,2F,03,32,PH_S_2F_03_32
2808,PH,2F,03,33,PH_S_2F_03_33
2809,PH,2F,03,34,PH_S_2F_03_34
2810,PH,2F,03,35,PH_S_2F_03_35
2811,PH,2F,03,36,PH_S_2F_03_36
2812,PH,2F,03,37,PH_S_2F_03_37
2813,PH,2F,03,38,PH_S_2F_03_38
2814,PH,2F,03,39,PH_S_2F_03_39
2815,PH,2F,03,40,PH_S_2F_03_40
2816,PH,2F,03,41,PH_S_2F_03_41
2817,PH,2F,03,42,PH_S_2F_03_42
2818,PH,2F,03,43,PH_S_2F_03_43
2819,PH,2F,03,44,PH_S_2F_03_44
2820,PH,2F,03,45,PH_S_2F_03_45
2821,PH,2F,03,46,PH_S_2F_03_46
2822,PH,2F,03,47,PH_S_2F_03_47
2823,PH,2F,03,48,PH_S_2F_03_48
2824,PH,2F,03,49,PH_S_2F_03_49
2825,PH,2F,03,50,PH_S_2F_03_50
2826,PH,2F,03,51,PH_S_2F_03_51
2827,PH,2F,03,52,PH_S_2F_03_52
2828,PH,2F,03,53,PH_S_2F_03_53
2829,PH,2F,03,54,PH_S_2F_03_54
2830,PH,2F,03,55,PH_S_2F_03_55
2831,PH,2F,03,56,PH_S_2F_03_56
2832,PH,2F,03,57,PH_S_2F_03_57
2833,PH,2F,03,58,PH_S_2F_03_58
2834,PH,2F,03,59,PH_S_2F_03_59
2835,PH,2F,03,60,PH_S_2F_03_60
2836,PH,2F,03,61,PH_S_2F_03_61
2837,PH,2F,03,62,PH_S_2F_03_62
2838,PH,2F,03,63,PH_S_2F_03_63
2839,PH,2F,03,64,PH_S_2F_03_64
2840,PH,2F,03,65,PH_S_2F_03_65
2841,PH,2F,03,66,PH_S_2F_03_66
2842,PH,2F,03,67,PH_S_2F_03_67
2843,PH,2F,03,68,PH_S_2F_03_68
2844,PH,2F,03,69,PH_S_2F_03_69
2845,PH,2F,03,70,PH_S_2F_03_70
2846,PH,2F,03,71,PH_S_2F_03_71
2847,PH,2F,03,72,PH_S_2F_03_72
2848,PH,2F,03,73,PH_S_2F_03_73
2849,PH,2F,03,74,PH_S_2F_03_74
2850,PH,2F,03,75,PH_S_2F_03_75
2851,TP,B1,A3,01,TP_S_B1_A3_01
2852,TP,B1,A3,02,TP_S_B1_A3_02
2853,TP,B1,A3,03,TP_S_B1_A3_03
2854,TP,B1,A3,04,TP_S_B1_A3_04
2855,TP,B1,A3,05,TP_S_B1_A3_05
2856,TP,B1,A3,06,TP_S_B1_A3_06
2857,TP,B1,A3,07,TP_S_B1_A3_07
2858,TP,B1,A3,08,TP_S_B1_A3_08
2859,TP,B1,A3,09,TP_S_B1_A3_09
2860,TP,B1,A3,10,TP_S_B1_A3_10
2861,TP,B1,A3,11,TP_S_B1_A3_11
2862,TP,B1,A3,12,TP_S_B1_A3_12
2863,TP,B1,A3,13,TP_S_B1_A3_13
2864,TP,B1,A3,14,TP_S_B1_A3_14
2865,TP,B1,A3,15,TP_S_B1_A3_15
2866,TP,B1,A3,16,TP_S_B1_A3_16
2867,TP,B1,A3,17,TP_S_B1_A3_17
2868,TP,B1,A3,18,TP_S_B1_A3_18
2869,TP,B1,B1,01,TP_S_B1_B1_01
2870,TP,B1,B1,02,TP_S_B1_B1_02
2871,TP,B1,B1,03,TP_S_B1_B1_03
2872,TP,B1,B1,04,TP_S_B1_B1_04
2873,TP,B1,B1,05,TP_S_B1_B1_05
2874,TP,B1,B1,06,TP_S_B1_B1_06
2875,TP,B1,B1,07,TP_S_B1_B1_07
2876,TP,B1,B1,08,TP_S_B1_B1_08
2877,TP,B1,B1,09,TP_S_B1_B1_09
2878,TP,B1,B1,10,TP_S_B1_B1_10
2879,TP,B1,B1,11,TP_S_B1_B1_11
2880,TP,B1,B1,12,TP_S_B1_B1_12
2881,TP,B1,B1,13,TP_S_B1_B1_13
2882,TP,B1,B1,14,TP_S_B1_B1_14
2883,TP,B1,B1,15,TP_S_B1_B1_15
2884,TP,B1,B1,16,TP_S_B1_B1_16
2885,TP,B1,B1,17,TP_S_B1_B1_17
2886,TP,B1,B1,18,TP_S_B1_B1_18
2887,TP,B1,B2,01,TP_S_B1_B2_01
2888,TP,B1,B2,02,TP_S_B1_B2_02
2889,TP,B1,B2,03,TP_S_B1_B2_03
2890,TP,B1,B2,04,TP_S_B1_B2_04
2891,TP,B1,B2,05,TP_S_B1_B2_05
2892,TP,B1,B2,06,TP_S_B1_B2_06
2893,TP,B1,B2,07,TP_S_B1_B2_07
2894,TP,B1,B2,08,TP_S_B1_B2_08
2895,TP,B1,B2,09,TP_S_B1_B2_09
2896,TP,B1,B2,10,TP_S_B1_B2_10
2897,TP,B1,B2,11,TP_S_B1_B2_11
2898,TP,B1,B2,12,TP_S_B1_B2_12
2899,TP,B1,B2,13,TP_S_B1_B2_13
2900,TP,B1,B2,14,TP_S_B1_B2_14
2901,TP,B1,B2,15,TP_S_B1_B2_15
2902,TP,B1,B2,16,TP_S_B1_B2_16
2903,TP,B1,B2,17,TP_S_B1_B2_17
2904,TP,B1,B2,18,TP_S_B1_B2_18
2905,TP,B1,B3,01,TP_S_B1_B3_01
2906,TP,B1,B3,02,TP_S_B1_B3_02
2907,TP,B1,B3,03,TP_S_B1_B3_03
2908,TP,B1,B3,04,TP_S_B1_B3_04
2909,TP,B1,B3,05,TP_S_B1_B3_05
2910,TP,B1,B3,06,TP_S_B1_B3_06
2911,TP,B1,B3,07,TP_S_B1_B3_07
2912,TP,B1,B3,08,TP_S_B1_B3_08
2913,TP,B1,B3,09,TP_S_B1_B3_09
2914,TP,B1,B3,10,TP_S_B1_B3_10
2915,TP,B1,B3,11,TP_S_B1_B3_11
2916,TP,B1,B3,12,TP_S_B1_B3_12
2917,TP,B1,B3,13,TP_S_B1_B3_13
2918,TP,B1,B3,14,TP_S_B1_B3_14
2919,TP,B1,B3,15,TP_S_B1_B3_15
2920,TP,B1,B3,16,TP_S_B1_B3_16
2921,TP,B1,B3,17,TP_S_B1_B3_17
2922,TP,B1,B3,18,TP_S_B1_B3_18
2923,TP,B1,C1,01,TP_S_B1_C1_01
2924,TP,B1,C1,02,TP_S_B1_C1_02
2925,TP,B1,C1,03,TP_S_B1_C1_03
2926,TP,B1,C1,04,TP_S_B1_C1_04
2927,TP,B1,C1,05,TP_S_B1_C1_05
2928,TP,B1,C1,06,TP_S_B1_C1_06
2929,TP,B1,C1,07,TP_S_B1_C1_07
2930,TP,B1,C1,08,TP_S_B1_C1_08
2931,TP,B1,C1,09,TP_S_B1_C1_09
2932,TP,B1,C1,10,TP_S_B1_C1_10
2933,TP,B1,C1,11,TP_S_B1_C1_11
2934,TP,B1,C1,12,TP_S_B1_C1_12
2935,TP,B1,C1,13,TP_S_B1_C1_13
2936,TP,B1,C1,14,TP_S_B1_C1_14
2937,TP,B1,C1,15,TP_S_B1_C1_15
2938,TP,B1,C1,16,TP_S_B1_C1_16
2939,TP,B1,C1,17,TP_S_B1_C1_17
2940,TP,B1,C1,18,TP_S_B1_C1_18
2941,TP,B1,C2,01,TP_S_B1_C2_01
2942,TP,B1,C2,02,TP_S_B1_C2_02
2943,TP,B1,C2,03,TP_S_B1_C2_03
2944,TP,B1,C2,04,TP_S_B1_C2_04
2945,TP,B1,C2,05,TP_S_B1_C2_05
2946,TP,B1,C2,06,TP_S_B1_C2_06
2947,TP,B1,C2,07,TP_S_B1_C2_07
2948,TP,B1,C2,08,TP_S_B1_C2_08
2949,TP,B1,C2,09,TP_S_B1_C2_09
2950,TP,B1,C2,10,TP_S_B1_C2_10
2951,TP,B1,C2,11,TP_S_B1_C2_11
2952,TP,B1,C2,12,TP_S_B1_C2_12
2953,TP,B1,C2,13,TP_S_B1_C2_13
2954,TP,B1,C2,14,TP_S_B1_C2_14
2955,TP,B1,C2,15,TP_S_B1_C2_15
2956,TP,B1,C2,16,TP_S_B1_C2_16
2957,TP,B1,C2,17,TP_S_B1_C2_17
2958,TP,B1,C2,18,TP_S_B1_C2_18
2959,TP,B1,C3,01,TP_S_B1_C3_01
2960,TP,B1,C3,02,TP_S_B1_C3_02
2961,TP,B1,C3,03,TP_S_B1_C3_03
2962,TP,B1,C3,04,TP_S_B1_C3_04
2963,TP,B1,C3,05,TP_S_B1_C3_05
2964,TP,B1,C3,06,TP_S_B1_C3_06
2965,TP,B1,C3,07,TP_S_B1_C3_07
2966,TP,B1,C3,08,TP_S_B1_C3_08
2967,TP,B1,C3,09,TP_S_B1_C3_09
2968,TP,B1,C3,10,TP_S_B1_C3_10
2969,TP,B1,C3,11,TP_S_B1_C3_11
2970,TP,B1,C3,12,TP_S_B1_C3_12
2971,TP,B1,C3,13,TP_S_B1_C3_13
2972,TP,B1,C3,14,TP_S_B1_C3_14
2973,TP,B1,C3,15,TP_S_B1_C3_15
2974,TP,B1,C3,16,TP_S_B1_C3_16
2975,TP,B1,C3,17,TP_S_B1_C3_17
2976,TP,B1,C3,18,TP_S_B1_C3_18
2977,TP,B1,C4,01,TP_S_B1_C4_01
2978,TP,B1,C4,02,TP_S_B1_C4_02
2979,TP,B1,C4,03,TP_S_B1_C4_03
2980,TP,B1,C4,04,TP_S_B1_C4_04
2981,TP,B1,C4,05,TP_S_B1_C4_05
2982,TP,B1,C4,06,TP_S_B1_C4_06
2983,TP,B1,C4,07,TP_S_B1_C4_07
2984,TP,B1,C4,08,TP_S_B1_C4_08
2985,TP,B1,C4,09,TP_S_B1_C4_09
2986,TP,B1,C4,10,TP_S_B1_C4_10
2987,TP,B1,C4,11,TP_S_B1_C4_11
2988,TP,B1,C4,12,TP_S_B1_C4_12
2989,TP,B1,C4,13,TP_S_B1_C4_13
2990,TP,B1,C4,14,TP_S_B1_C4_14
2991,TP,B1,C4,15,TP_S_B1_C4_15
2992,TP,B1,C4,16,TP_S_B1_C4_16
2993,TP,B1,C4,17,TP_S_B1_C4_17
2994,TP,B1,C4,18,TP_S_B1_C4_18
2995,TP,B1,C5,01,TP_S_B1_C5_01
2996,TP,B1,C5,02,TP_S_B1_C5_02
2997,TP,B1,C5,03,TP_S_B1_C5_03
2998,TP,B1,C5,04,TP_S_B1_C5_04
2999,TP,B1,C5,05,TP_S_B1_C5_05
3000,TP,B1,C5,06,TP_S_B1_C5_06
3001,TP,B1,C5,07,TP_S_B1_C5_07
3002,TP,B1,C5,08,TP_S_B1_C5_08
3003,TP,B1,C5,09,TP_S_B1_C5_09
3004,TP,B1,C5,10,TP_S_B1_C5_10
3005,TP,B1,C5,11,TP_S_B1_C5_11
3006,TP,B1,C5,12,TP_S_B1_C5_12
3007,TP,B1,C5,13,TP_S_B1_C5_13
3008,TP,B1,C5,14,TP_S_B1_C5_14
3009,TP,B1,C5,15,TP_S_B1_C5_15
3010,TP,B1,C5,16,TP_S_B1_C5_16
3011,TP,B1,C5,17,TP_S_B1_C5_17
3012,TP,B1,C5,18,TP_S_B1_C5_18
3013,TP,B1,C6,01,TP_S_B1_C6_01
3014,TP,B1,C6,02,TP_S_B1_C6_02
3015,TP,B1,C6,03,TP_S_B1_C6_03
3016,TP,B1,C6,04,TP_S_B1_C6_04
3017,TP,B1,C6,05,TP_S_B1_C6_05
3018,TP,B1,C6,06,TP_S_B1_C6_06
3019,TP,B1,C6,07,TP_S_B1_C6_07
3020,TP,B1,C6,08,TP_S_B1_C6_08
3021,TP,B1,C6,09,TP_S_B1_C6_09
3022,TP,B1,C6,10,TP_S_B1_C6_10
3023,TP,B1,C6,11,TP_S_B1_C6_11
3024,TP,B1,C6,12,TP_S_B1_C6_12
3025,TP,B1,C6,13,TP_S_B1_C6_13
3026,TP,B1,C6,14,TP_S_B1_C6_14
3027,TP,B1,C6,15,TP_S_B1_C6_15
3028,TP,B1,C6,16,TP_S_B1_C6_16
3029,TP,B1,C6,17,TP_S_B1_C6_17
3030,TP,B1,C6,18,TP_S_B1_C6_18
3031,TP,B1,D1,01,TP_S_B1_D1_01
3032,TP,B1,D1,02,TP_S_B1_D1_02
3033,TP,B1,D1,03,TP_S_B1_D1_03
3034,TP,B1,D1,04,TP_S_B1_D1_04
3035,TP,B1,D1,05,TP_S_B1_D1_05
3036,TP,B1,D1,06,TP_S_B1_D1_06
3037,TP,B1,D1,07,TP_S_B1_D1_07
3038,TP,B1,D1,08,TP_S_B1_D1_08
3039,TP,B1,D1,09,TP_S_B1_D1_09
3040,TP,B1,D1,10,TP_S_B1_D1_10
3041,TP,B1,D1,11,TP_S_B1_D1_11
3042,TP,B1,D1,12,TP_S_B1_D1_12
3043,TP,B1,D1,13,TP_S_B1_D1_13
3044,TP,B1,D1,14,TP_S_B1_D1_14
3045,TP,B1,D1,15,TP_S_B1_D1_15
3046,TP,B1,D1,16,TP_S_B1_D1_16
3047,TP,B1,D1,17,TP_S_B1_D1_17
3048,TP,B1,D1,18,TP_S_B1_D1_18
3049,TP,B1,D2,01,TP_S_B1_D2_01
3050,TP,B1,D2,02,TP_S_B1_D2_02
3051,TP,B1,D2,03,TP_S_B1_D2_03
3052,TP,B1,D2,04,TP_S_B1_D2_04
3053,TP,B1,D2,05,TP_S_B1_D2_05
3054,TP,B1,D2,06,TP_S_B1_D2_06
3055,TP,B1,D2,07,TP_S_B1_D2_07
3056,TP,B1,D2,08,TP_S_B1_D2_08
3057,TP,B1,D2,09,TP_S_B1_D2_09
3058,TP,B1,D2,10,TP_S_B1_D2_10
3059,TP,B1,D2,11,TP_S_B1_D2_11
3060,TP,B1,D2,12,TP_S_B1_D2_12
3061,TP,B1,D2,13,TP_S_B1_D2_13
3062,TP,B1,D2,14,TP_S_B1_D2_14
3063,TP,B1,D2,15,TP_S_B1_D2_15
3064,TP,B1,D2,16,TP_S_B1_D2_16
3065,TP,B1,D2,17,TP_S_B1_D2_17
3066,TP,B1,D2,18,TP_S_B1_D2_18
3067,TP,B1,D3,01,TP_S_B1_D3_01
3068,TP,B1,D3,02,TP_S_B1_D3_02
3069,TP,B1,D3,03,TP_S_B1_D3_03
3070,TP,B1,D3,04,TP_S_B1_D3_04
3071,TP,B1,D3,05,TP_S_B1_D3_05
3072,TP,B1,D3,06,TP_S_B1_D3_06
3073,TP,B1,D3,07,TP_S_B1_D3_07
3074,TP,B1,D3,08,TP_S_B1_D3_08
3075,TP,B1,D3,09,TP_S_B1_D3_09
3076,TP,B1,D3,10,TP_S_B1_D3_10
3077,TP,B1,D3,11,TP_S_B1_D3_11
3078,TP,B1,D3,12,TP_S_B1_D3_12
3079,TP,B1,D3,13,TP_S_B1_D3_13
