,hall,floor,row,col,seat
1980,PH,1F,07,47,PH_S_1F_07_47
1981,PH,1F,07,48,PH_S_1F_07_48
1982,PH,1F,07,49,PH_S_1F_07_49
1983,PH,1F,07,50,PH_S_1F_07_50
1984,PH,1F,07,51,PH_S_1F_07_51
1985,PH,1F,07,52,PH_S_1F_07_52
1986,PH,1F,07,53,PH_S_1F_07_53
1987,PH,1F,07,54,PH_S_1F_07_54
1988,PH,1F,07,55,PH_S_1F_07_55
1989,PH,1F,08,23,PH_S_1F_08_23
1990,PH,1F,08,24,PH_S_1F_08_24
1991,PH,1F,08,25,PH_S_1F_08_25
1992,PH,1F,08,26,PH_S_1F_08_26
1993,PH,1F,08,27,PH_S_1F_08_27
1994,PH,1F,08,28,PH_S_1F_08_28
1995,PH,1F,08,29,PH_S_1F_08_29
1996,PH,1F,08,30,PH_S_1F_08_30
1997,PH,1F,08,31,PH_S_1F_08_31
1998,PH,1F,08,32,PH_S_1F_08_32
1999,PH,1F,08,33,PH_S_1F_08_33
2000,PH,1F,08,34,PH_S_1F_08_34
2001,PH,1F,08,35,PH_S_1F_08_35
2002,PH,1F,08,36,PH_S_1F_08_36
2003,PH,1F,08,37,PH_S_1F_08_37
2004,PH,1F,08,38,PH_S_1F_08_38
2005,PH,1F,08,39,PH_S_1F_08_39
2006,PH,1F,08,40,PH_S_1F_08_40
2007,PH,1F,08,41,PH_S_1F_08_41
2008,PH,1F,08,42,PH_S_1F_08_42
2009,PH,1F,08,43,PH_S_1F_08_43
2010,PH,1F,08,44,PH_S_1F_08_44
2011,PH,1F,08,45,PH_S_1F_08_45
2012,PH,1F,08,46,PH_S_1F_08_46
2013,PH,1F,08,47,PH_S_1F_08_47
2014,PH,1F,08,48,PH_S_1F_08_48
2015,PH,1F,08,49,PH_S_1F_08_49
2016,PH,1F,08,50,PH_S_1F_08_50
2017,PH,1F,08,51,PH_S_1F_08_51
2018,PH,1F,08,52,PH_S_1F_08_52
2019,PH,1F,08,53,PH_S_1F_08_53
2020,PH,1F,08,54,PH_S_1F_08_54
2021,PH,1F,08,55,PH_S_1F_08_55
2022,PH,1F,08,56,PH_S_1F_08_56
2023,PH,1F,09,24,PH_S_1F_09_24
2024,PH,1F,09,25,PH_S_1F_09_25
2025,PH,1F,09,26,PH_S_1F_09_26
2026,PH,1F,09,27,PH_S_1F_09_27
2027,PH,1F,09,28,PH_S_1F_09_28
2028,PH,1F,09,29,PH_S_1F_09_29
2029,PH,1F,09,30,PH_S_1F_09_30
2030,PH,1F,09,31,PH_S_1F_09_31
2031,PH,1F,09,32,PH_S_1F_09_32
2032,PH,1F,09,33,PH_S_1F_09_33
2033,PH,1F,09,34,PH_S_1F_09_34
2034,PH,1F,09,35,PH_S_1F_09_35
2035,PH,1F,09,36,PH_S_1F_09_36
2036,PH,1F,09,37,PH_S_1F_09_37
2037,PH,1F,09,38,PH_S_1F_09_38
2038,PH,1F,09,39,PH_S_1F_09_39
2039,PH,1F,09,40,PH_S_1F_09_40
2040,PH,1F,09,41,PH_S_1F_09_41
2041,PH,1F,09,42,PH_S_1F_09_42
2042,PH,1F,09,43,PH_S_1F_09_43
2043,PH,1F,09,44,PH_S_1F_09_44
2044,PH,1F,09,45,PH_S_1F_09_45
2045,PH,1F,09,46,PH_S_1F_09_46
2046,PH,1F,09,47,PH_S_1F_09_47
2047,PH,1F,09,48,PH_S_1F_09_48
2048,PH,1F,09,49,PH_S_1F_09_49
2049,PH,1F,09,50,PH_S_1F_09_50
2050,PH,1F,09,51,PH_S_1F_09_51
2051,PH,1F,09,52,PH_S_1F_09_52
2052,PH,1F,09,53,PH_S_1F_09_53
2053,PH,1F,09,54,PH_S_1F_09_54
2054,PH,1F,09,55,PH_S_1F_09_55
2055,PH,1F,10,19,PH_S_1F_10_19
2056,PH,1F,10,20,PH_S_1F_10_20
2057,PH,1F,10,21,PH_S_1F_10_21
2058,PH,1F,10,22,PH_S_1F_10_22
2059,PH,1F,10,23,PH_S_1F_10_23
2060,PH,1F,10,24,PH_S_1F_10_24
2061,PH,1F,10,25,PH_S_1F_10_25
2062,PH,1F,10,26,PH_S_1F_10_26
2063,PH,1F,10,27,PH_S_1F_10_27
2064,PH,1F,10,28,PH_S_1F_10_28
2065,PH,1F,10,29,PH_S_1F_10_29
2066,PH,1F,10,30,PH_S_1F_10_30
2067,PH,1F,10,31,PH_S_1F_10_31
2068,PH,1F,10,32,PH_S_1F_10_32
2069,PH,1F,10,33,PH_S_1F_10_33
2070,PH,1F,10,34,PH_S_1F_10_34
2071,PH,1F,10,35,PH_S_1F_10_35
2072,PH,1F,10,36,PH_S_1F_10_36
2073,PH,1F,10,37,PH_S_1F_10_37
2074,PH,1F,10,38,PH_S_1F_10_38
2075,PH,1F,10,39,PH_S_1F_10_39
2076,PH,1F,10,40,PH_S_1F_10_40
2077,PH,1F,10,41,PH_S_1F_10_41
2078,PH,1F,10,42,PH_S_1F_10_42
2079,PH,1F,10,43,PH_S_1F_10_43
2080,PH,1F,10,44,PH_S_1F_10_44
2081,PH,1F,10,45,PH_S_1F_10_45
2082,PH,1F,10,46,PH_S_1F_10_46
2083,PH,1F,10,47,PH_S_1F_10_47
2084,PH,1F,10,48,PH_S_1F_10_48
2085,PH,1F,10,49,PH_S_1F_10_49
2086,PH,1F,10,50,PH_S_1F_10_50
2087,PH,1F,10,51,PH_S_1F_10_51
2088,PH,1F,10,52,PH_S_1F_10_52
2089,PH,1F,10,53,PH_S_1F_10_53
2090,PH,1F,10,54,PH_S_1F_10_54
2091,PH,1F,10,55,PH_S_1F_10_55
2092,PH,1F,10,56,PH_S_1F_10_56
2093,PH,1F,10,57,PH_S_1F_10_57
2094,PH,1F,10,58,PH_S_1F_10_58
2095,PH,1F,10,59,PH_S_1F_10_59
2096,PH,1F,10,60,PH_S_1F_10_60
2097,PH,1F,10,61,PH_S_1F_10_61
2098,PH,1F,10,62,PH_S_1F_10_62
2099,PH,1F,10,63,PH_S_1F_10_63
2100,PH,1F,10,64,PH_S_1F_10_64
2101,PH,1F,11,18,PH_S_1F_11_18
2102,PH,1F,11,19,PH_S_1F_11_19
2103,PH,1F,11,20,PH_S_1F_11_20
2104,PH,1F,11,21,PH_S_1F_11_21
2105,PH,1F,11,22,PH_S_1F_11_22
2106,PH,1F,11,23,PH_S_1F_11_23
2107,PH,1F,11,24,PH_S_1F_11_24
2108,PH,1F,11,25,PH_S_1F_11_25
2109,PH,1F,11,26,PH_S_1F_11_26
2110,PH,1F,11,27,PH_S_1F_11_27
2111,PH,1F,11,28,PH_S_1F_11_28
2112,PH,1F,11,29,PH_S_1F_11_29
2113,PH,1F,11,30,PH_S_1F_11_30
2114,PH,1F,11,31,PH_S_1F_11_31
2115,PH,1F,11,32,PH_S_1F_11_32
2116,PH,1F,11,33,PH_S_1F_11_33
2117,PH,1F,11,34,PH_S_1F_11_34
2118,PH,1F,11,35,PH_S_1F_11_35
2119,PH,1F,11,36,PH_S_1F_11_36
2120,PH,1F,11,37,PH_S_1F_11_37
2121,PH,1F,11,38,PH_S_1F_11_38
2122,PH,1F,11,39,PH_S_1F_11_39
2123,PH,1F,11,40,PH_S_1F_11_40
2124,PH,1F,11,41,PH_S_1F_11_41
2125,PH,1F,11,42,PH_S_1F_11_42
2126,PH,1F,11,43,PH_S_1F_11_43
2127,PH,1F,11,44,PH_S_1F_11_44
2128,PH,1F,11,45,PH_S_1F_11_45
2129,PH,1F,11,46,PH_S_1F_11_46
2130,PH,1F,11,47,PH_S_1F_11_47
2131,PH,1F,11,48,PH_S_1F_11_48
2132,PH,1F,11,49,PH_S_1F_11_49
2133,PH,1F,11,50,PH_S_1F_11_50
2134,PH,1F,11,51,PH_S_1F_11_51
2135,PH,1F,11,52,PH_S_1F_11_52
2136,PH,1F,11,53,PH_S_1F_11_53
2137,PH,1F,11,54,PH_S_1F_11_54
2138,PH,1F,11,55,PH_S_1F_11_55
2139,PH,1F,11,56,PH_S_1F_11_56
2140,PH,1F,11,57,PH_S_1F_11_57
2141,PH,1F,11,58,PH_S_1F_11_58
2142,PH,1F,11,59,PH_S_1F_11_59
2143,PH,1F,11,60,PH_S_1F_11_60
2144,PH,1F,11,61,PH_S_1F_11_61
2145,PH,1F,11,62,PH_S_1F_11_62
2146,PH,1F,11,63,PH_S_1F_11_63
2147,PH,1F,11,64,PH_S_1F_11_64
2148,PH,1F,11,65,PH_S_1F_11_65
2149,PH,1F,11,66,PH_S_1F_11_66
2150,PH,1F,12,18,PH_S_1F_12_18
2151,PH,1F,12,19,PH_S_1F_12_19
2152,PH,1F,12,20,PH_S_1F_12_20
2153,PH,1F,12,21,PH_S_1F_12_21
2154,PH,1F,12,22,PH_S_1F_12_22
2155,PH,1F,12,23,PH_S_1F_12_23
2156,PH,1F,12,24,PH_S_1F_12_24
2157,PH,1F,12,25,PH_S_1F_12_25
2158,PH,1F,12,26,PH_S_1F_12_26
2159,PH,1F,12,27,PH_S_1F_12_27
2160,PH,1F,12,28,PH_S_1F_12_28
2161,PH,1F,12,29,PH_S_1F_12_29
2162,PH,1F,12,30,PH_S_1F_12_30
2163,PH,1F,12,31,PH_S_1F_12_31
2164,PH,1F,12,32,PH_S_1F_12_32
2165,PH,1F,12,33,PH_S_1F_12_33
2166,PH,1F,12,34,PH_S_1F_12_34
2167,PH,1F,12,35,PH_S_1F_12_35
2168,PH,1F,12,36,PH_S_1F_12_36
2169,PH,1F,12,37,PH_S_1F_12_37
2170,PH,1F,12,38,PH_S_1F_12_38
2171,PH,1F,12,39,PH_S_1F_12_39
2172,PH,1F,12,40,PH_S_1F_12_40
2173,PH,1F,12,41,PH_S_1F_12_41
2174,PH,1F,12,42,PH_S_1F_12_42
2175,PH,1F,12,43,PH_S_1F_12_43
2176,PH,1F,12,44,PH_S_1F_12_44
2177,PH,1F,12,45,PH_S_1F_12_45
2178,PH,1F,12,46,PH_S_1F_12_46
2179,PH,1F,12,47,PH_S_1F_12_47
2180,PH,1F,12,48,PH_S_1F_12_48
2181,PH,1F,12,49,PH_S_1F_12_49
2182,PH,1F,12,50,PH_S_1F_12_50
2183,PH,1F,12,51,PH_S_1F_12_51
2184,PH,1F,12,52,PH_S_1F_12_52
2185,PH,1F,12,53,PH_S_1F_12_53
2186,PH,1F,12,54,PH_S_1F_12_54
2187,PH,1F,12,55,PH_S_1F_12_55
2188,PH,1F,12,56,PH_S_1F_12_56
2189,PH,1F,12,57,PH_S_1F_12_57
2190,PH,1F,12,58,PH_S_1F_12_58
2191,PH,1F,12,59,PH_S_1F_12_59
2192,PH,1F,12,60,PH_S_1F_12_60
2193,PH,1F,12,61,PH_S_1F_12_61
2194,PH,1F,12,62,PH_S_1F_12_62
2195,PH,1F,12,63,PH_S_1F_12_63
2196,PH,1F,12,64,PH_S_1F_12_64
2197,PH,1F,12,65,PH_S_1F_12_65
2198,PH,1F,12,66,PH_S_1F_12_66
2199,PH,1F,13,17,PH_S_1F_13_17
2200,PH,1F,13,18,PH_S_1F_13_18
2201,PH,1F,13,19,PH_S_1F_13_19
2202,PH,1F,13,20,PH_S_1F_13_20
2203,PH,1F,13,21,PH_S_1F_13_21
2204,PH,1F,13,22,PH_S_1F_13_22
2205,PH,1F,13,23,PH_S_1F_13_23
2206,PH,1F,13,24,PH_S_1F_13_24
2207,PH,1F,13,25,PH_S_1F_13_25
2208,PH,1F,13,26,PH_S_1F_13_26
2209,PH,1F,13,27,PH_S_1F_13_27
2210,PH,1F,13,28,PH_S_1F_13_28
2211,PH,1F,13,29,PH_S_1F_13_29
2212,PH,1F,13,30,PH_S_1F_13_30
2213,PH,1F,13,31,PH_S_1F_13_31
2214,PH,1F,13,32,PH_S_1F_13_32
2215,PH,1F,13,33,PH_S_1F_13_33
2216,PH,1F,13,34,PH_S_1F_13_34
2217,PH,1F,13,35,PH_S_1F_13_35
2218,PH,1F,13,36,PH_S_1F_13_36
2219,PH,1F,13,37,PH_S_1F_13_37
2220,PH,1F,13,38,PH_S_1F_13_38
2221,PH,1F,13,39,PH_S_1F_13_39
2222,PH,1F,13,40,PH_S_1F_13_40
2223,PH,1F,13,41,PH_S_1F_13_41
2224,PH,1F,13,42,PH_S_1F_13_42
2225,PH,1F,13,43,PH_S_1F_13_43
2226,PH,1F,13,44,PH_S_1F_13_44
2227,PH,1F,13,45,PH_S_1F_13_45
2228,PH,1F,13,46,PH_S_1F_13_46
2229,PH,1F,13,47,PH_S_1F_13_47
2230,PH,1F,13,48,PH_S_1F_13_48
2231,PH,1F,13,49,PH_S_1F_13_49
2232,PH,1F,13,50,PH_S_1F_13_50
2233,PH,1F,13,51,PH_S_1F_13_51
2234,PH,1F,13,52,PH_S_1F_13_52
2235,PH,1F,13,53,PH_S_1F_13_53
2236,PH,1F,13,54,PH_S_1F_13_54
2237,PH,1F,13,55,PH_S_1F_13_55
2238,PH,1F,13,56,PH_S_1F_13_56
2239,PH,1F,13,57,PH_S_1F_13_57
2240,PH,1F,13,58,PH_S_1F_13_58
2241,PH,1F,13,59,PH_S_1F_13_59
2242,PH,1F,13,60,PH_S_1F_13_60
2243,PH,1F,13,61,PH_S_1F_13_61
2244,PH,1F,13,62,PH_S_1F_13_62
2245,PH,1F,13,63,PH_S_1F_13_63
2246,PH,1F,13,64,PH_S_1F_13_64
2247,PH,1F,13,65,PH_S_1F_13_65
2248,PH,1F,13,66,PH_S_1F_13_66
2249,PH,1F,13,67,PH_S_1F_13_67
2250,PH,1F,13,68,PH_S_1F_13_68
2251,PH,1F,14,17,PH_S_1F_14_17
2252,PH,1F,14,18,PH_S_1F_14_18
2253,PH,1F,14,19,PH_S_1F_14_19
2254,PH,1F,14,20,PH_S_1F_14_20
2255,PH,1F,14,21,PH_S_1F_14_21
2256,PH,1F,14,22,PH_S_1F_14_22
2257,PH,1F,14,23,PH_S_1F_14_23
2258,PH,1F,14,24,PH_S_1F_14_24
2259,PH,1F,14,25,PH_S_1F_14_25
2260,PH,1F,14,26,PH_S_1F_14_26
2261,PH,1F,14,27,PH_S_1F_14_27
2262,PH,1F,14,28,PH_S_1F_14_28
2263,PH,1F,14,29,PH_S_1F_14_29
2264,PH,1F,14,30,PH_S_1F_14_30
2265,PH,1F,14,31,PH_S_1F_14_31
2266,PH,1F,14,32,PH_S_1F_14_32
2267,PH,1F,14,33,PH_S_1F_14_33
2268,PH,1F,14,34,PH_S_1F_14_34
2269,PH,1F,14,35,PH_S_1F_14_35
2270,PH,1F,14,36,PH_S_1F_14_36
2271,PH,1F,14,37,PH_S_1F_14_37
2272,PH,1F,14,38,PH_S_1F_14_38
2273,PH,1F,14,39,PH_S_1F_14_39
2274,PH,1F,14,40,PH_S_1F_14_40
2275,PH,1F,14,41,PH_S_1F_14_41
2276,PH,1F,14,42,PH_S_1F_14_42
2277,PH,1F,14,43,PH_S_1F_14_43
2278,PH,1F,14,44,PH_S_1F_14_44
2279,PH,1F,14,45,PH_S_1F_14_45
2280,PH,1F,14,46,PH_S_1F_14_46
2281,PH,1F,14,47,PH_S_1F_14_47
2282,PH,1F,14,48,PH_S_1F_14_48
2283,PH,1F,14,49,PH_S_1F_14_49
2284,PH,1F,14,50,PH_S_1F_14_50
2285,PH,1F,14,51,PH_S_1F_14_51
2286,PH,1F,14,52,PH_S_1F_14_52
2287,PH,1F,14,53,PH_S_1F_14_53
2288,PH,1F,14,54,PH_S_1F_14_54
2289,PH,1F,14,55,PH_S_1F_14_55
2290,PH,1F,14,56,PH_S_1F_14_56
2291,PH,1F,14,57,PH_S_1F_14_57
2292,PH,1F,14,58,PH_S_1F_14_58
2293,PH,1F,14,59,PH_S_1F_14_59
2294,PH,1F,14,60,PH_S_1F_14_60
2295,PH,1F,14,61,PH_S_1F_14_61
2296,PH,1F,14,62,PH_S_1F_14_62
2297,PH,1F,14,63,PH_S_1F_14_63
2298,PH,1F,14,64,PH_S_1F_14_64
2299,PH,1F,14,65,PH_S_1F_14_65
2300,PH,1F,14,66,PH_S_1F_14_66
2301,PH,1F,14,67,PH_S_1F_14_67
2302,PH,1F,14,68,PH_S_1F_14_68
2303,PH,1F,15,16,PH_S_1F_15_16
2304,PH,1F,15,17,PH_S_1F_15_17
2305,PH,1F,15,18,PH_S_1F_15_18
2306,PH,1F,15,19,PH_S_1F_15_19
2307,PH,1F,15,20,PH_S_1F_15_20
2308,PH,1F,15,21,PH_S_1F_15_21
2309,PH,1F,15,22,PH_S_1F_15_22
2310,PH,1F,15,23,PH_S_1F_15_23
2311,PH,1F,15,24,PH_S_1F_15_24
2312,PH,1F,15,25,PH_S_1F_15_25
2313,PH,1F,15,26,PH_S_1F_15_26
2314,PH,1F,15,27,PH_S_1F_15_27
2315,PH,1F,15,28,PH_S_1F_15_28
2316,PH,1F,15,29,PH_S_1F_15_29
2317,PH,1F,15,30,PH_S_1F_15_30
2318,PH,1F,15,31,PH_S_1F_15_31
2319,PH,1F,15,32,PH_S_1F_15_32
2320,PH,1F,15,33,PH_S_1F_15_33
2321,PH,1F,15,34,PH_S_1F_15_34
2322,PH,1F,15,35,PH_S_1F_15_35
2323,PH,1F,15,36,PH_S_1F_15_36
2324,PH,1F,15,37,PH_S_1F_15_37
2325,PH,1F,15,38,PH_S_1F_15_38
2326,PH,1F,15,39,PH_S_1F_15_39
2327,PH,1F,15,40,PH_S_1F_15_40
2328,PH,1F,15,41,PH_S_1F_15_41
2329,PH,1F,15,42,PH_S_1F_15_42
2330,PH,1F,15,43,PH_S_1F_15_43
2331,PH,1F,15,44,PH_S_1F_15_44
2332,PH,1F,15,45,PH_S_1F_15_45
2333,PH,1F,15,46,PH_S_1F_15_46
2334,PH,1F,15,47,PH_S_1F_15_47
2335,PH,1F,15,48,PH_S_1F_15_48
2336,PH,1F,15,49,PH_S_1F_15_49
2337,PH,1F,15,50,PH_S_1F_15_50
2338,PH,1F,15,51,PH_S_1F_15_51
2339,PH,1F,15,52,PH_S_1F_15_52
2340,PH,1F,15,53,PH_S_1F_15_53
2341,PH,1F,15,54,PH_S_1F_15_54
2342,PH,1F,15,55,PH_S_1F_15_55
2343,PH,1F,15,56,PH_S_1F_15_56
2344,PH,1F,15,57,PH_S_1F_15_57
2345,PH,1F,15,58,PH_S_1F_15_58
2346,PH,1F,15,59,PH_S_1F_15_59
2347,PH,1F,15,60,PH_S_1F_15_60
2348,PH,1F,15,61,PH_S_1F_15_61
2349,PH,1F,15,62,PH_S_1F_15_62
2350,PH,1F,15,63,PH_S_1F_15_63
2351,PH,1F,15,64,PH_S_1F_15_64
2352,PH,1F,15,65,PH_S_1F_15_65
2353,PH,1F,15,66,PH_S_1F_15_66
2354,PH,1F,15,67,PH_S_1F_15_67
2355,PH,1F,15,68,PH_S_1F_15_68
2356,PH,1F,15,69,PH_S_1F_15_69
2357,PH,1F,15,70,PH_S_1F_15_70
2358,PH,1F,16,16,PH_S_1F_16_16
2359,PH,1F,16,17,PH_S_1F_16_17
2360,PH,1F,16,18,PH_S_1F_16_18
2361,PH,1F,16,19,PH_S_1F_16_19
2362,PH,1F,16,20,PH_S_1F_16_20
2363,PH,1F,16,21,PH_S_1F_16_21
2364,PH,1F,16,22,PH_S_1F_16_22
2365,PH,1F,16,23,PH_S_1F_16_23
2366,PH,1F,16,24,PH_S_1F_16_24
2367,PH,1F,16,25,PH_S_1F_16_25
2368,PH,1F,16,26,PH_S_1F_16_26
2369,PH,1F,16,27,PH_S_1F_16_27
2370,PH,1F,16,28,PH_S_1F_16_28
2371,PH,1F,16,29,PH_S_1F_16_29
2372,PH,1F,16,30,PH_S_1F_16_30
2373,PH,1F,16,31,PH_S_1F_16_31
2374,PH,1F,16,32,PH_S_1F_16_32
2375,PH,1F,16,33,PH_S_1F_16_33
2376,PH,1F,16,34,PH_S_1F_16_34
2377,PH,1F,16,35,PH_S_1F_16_35
2378,PH,1F,16,36,PH_S_1F_16_36
2379,PH,1F,16,37,PH_S_1F_16_37
2380,PH,1F,16,38,PH_S_1F_16_38
2381,PH,1F,16,39,PH_S_1F_16_39
2382,PH,1F,16,40,PH_S_1F_16_40
2383,PH,1F,16,41,PH_S_1F_16_41
2384,PH,1F,16,42,PH_S_1F_16_42
2385,PH,1F,16,43,PH_S_1F_16_43
2386,PH,1F,16,44,PH_S_1F_16_44
2387,PH,1F,16,45,PH_S_1F_16_45
2388,PH,1F,16,46,PH_S_1F_16_46
2389,PH,1F,16,47,PH_S_1F_16_47
2390,PH,1F,16,48,PH_S_1F_16_48
2391,PH,1F,16,49,PH_S_1F_16_49
2392,PH,1F,16,50,PH_S_1F_16_50
2393,PH,1F,16,51,PH_S_1F_16_51
2394,PH,1F,16,52,PH_S_1F_16_52
2395,PH,1F,16,53,PH_S_1F_16_53
2396,PH,1F,16,54,PH_S_1F_16_54
2397,PH,1F,16,55,PH_S_1F_16_55
2398,PH,1F,16,56,PH_S_1F_16_56
2399,PH,1F,16,57,PH_S_1F_16_57
2400,PH,1F,16,58,PH_S_1F_16_58
2401,PH,1F,16,59,PH_S_1F_16_59
2402,PH,1F,16,60,PH_S_1F_16_60
2403,PH,1F,16,61,PH_S_1F_16_61
2404,PH,1F,16,62,PH_S_1F_16_62
2405,PH,1F,16,63,PH_S_1F_16_63
2406,PH,1F,16,64,PH_S_1F_16_64
2407,PH,1F,16,65,PH_S_1F_16_65
2408,PH,1F,16,66,PH_S_1F_16_66
2409,PH,1F,16,67,PH_S_1F_16_67
2410,PH,1F,16,68,PH_S_1F_16_68
2411,PH,1F,16,69,PH_S_1F_16_69
2412,PH,1F,16,70,PH_S_1F_16_70
2413,PH,1F,17,15,PH_S_1F_17_15
2414,PH,1F,17,16,PH_S_1F_17_16
2415,PH,1F,17,17,PH_S_1F_17_17
2416,PH,1F,17,18,PH_S_1F_17_18
2417,PH,1F,17,19,PH_S_1F_17_19
2418,PH,1F,17,20,PH_S_1F_17_20
2419,PH,1F,17,21,PH_S_1F_17_21
2420,PH,1F,17,22,PH_S_1F_17_22
2421,PH,1F,17,23,PH_S_1F_17_23
2422,PH,1F,17,24,PH_S_1F_17_24
2423,PH,1F,17,25,PH_S_1F_17_25
2424,PH,1F,17,26,PH_S_1F_17_26
2425,PH,1F,17,27,PH_S_1F_17_27
2426,PH,1F,17,28,PH_S_1F_17_28
2427,PH,1F,17,29,PH_S_1F_17_29
2428,PH,1F,17,30,PH_S_1F_17_30
2429,PH,1F,17,31,PH_S_1F_17_31
2430,PH,1F,17,32,PH_S_1F_17_32
2431,PH,1F,17,33,PH_S_1F_17_33
2432,PH,1F,17,34,PH_S_1F_17_34
2433,PH,1F,17,35,PH_S_1F_17_35
2434,PH,1F,17,36,PH_S_1F_17_36
2435,PH,1F,17,37,PH_S_1F_17_37
2436,PH,1F,17,38,PH_S_1F_17_38
2437,PH,1F,17,39,PH_S_1F_17_39
2438,PH,1F,17,40,PH_S_1F_17_40
2439,PH,1F,17,41,PH_S_1F_17_41
2440,PH,1F,17,42,PH_S_1F_17_42
2441,PH,1F,17,43,PH_S_1F_17_43
2442,PH,1F,17,44,PH_S_1F_17_44
2443,PH,1F,17,45,PH_S_1F_17_45
2444,PH,1F,17,46,PH_S_1F_17_46
2445,PH,1F,17,47,PH_S_1F_17_47
2446,PH,1F,17,48,PH_S_1F_17_48
2447,PH,1F,17,49,PH_S_1F_17_49
2448,PH,1F,17,50,PH_S_1F_17_50
2449,PH,1F,17,51,PH_S_1F_17_51
2450,PH,1F,17,52,PH_S_1F_17_52
2451,PH,1F,17,53,PH_S_1F_17_53
2452,PH,1F,17,54,PH_S_1F_17_54
2453,PH,1F,17,55,PH_S_1F_17_55
2454,PH,1F,17,56,PH_S_1F_17_56
2455,PH,1F,17,57,PH_S_1F_17_57
2456,PH,1F,17,58,PH_S_1F_17_58
2457,PH,1F,17,59,PH_S_1F_17_59
2458,PH,1F,17,60,PH_S_1F_17_60
2459,PH,1F,17,61,PH_S_1F_17_61
2460,PH,1F,17,62,PH_S_1F_17_62
2461,PH,1F,17,63,PH_S_1F_17_63
2462,PH,1F,17,64,PH_S_1F_17_64
2463,PH,1F,17,65,PH_S_1F_17_65
2464,PH,1F,17,66,PH_S_1F_17_66
2465,PH,1F,17,67,PH_S_1F_17_67
2466,PH,1F,17,68,PH_S_1F_17_68
2467,PH,1F,17,69,PH_S_1F_17_69
2468,PH,1F,17,70,PH_S_1F_17_70
2469,PH,1F,17,71,PH_S_1F_17_71
2470,PH,1F,17,72,PH_S_1F_17_72
2471,PH,1F,18,15,PH_S_1F_18_15
2472,PH,1F,18,16,PH_S_1F_18_16
2473,PH,1F,18,17,PH_S_1F_18_17
2474,PH,1F,18,18,PH_S_1F_18_18
2475,PH,1F,18,19,PH_S_1F_18_19
2476,PH,1F,18,20,PH_S_1F_18_20
2477,PH,1F,18,21,PH_S_1F_18_21
2478,PH,1F,18,22,PH_S_1F_18_22
2479,PH,1F,18,23,PH_S_1F_18_23
2480,PH,1F,18,24,PH_S_1F_18_24
2481,PH,1F,18,25,PH_S_1F_18_25
2482,PH,1F,18,26,PH_S_1F_18_26
2483,PH,1F,18,27,PH_S_1F_18_27
2484,PH,1F,18,28,PH_S_1F_18_28
2485,PH,1F,18,29,PH_S_1F_18_29
2486,PH,1F,18,30,PH_S_1F_18_30
2487,PH,1F,18,31,PH_S_1F_18_31
2488,PH,1F,18,32,PH_S_1F_18_32
2489,PH,1F,18,33,PH_S_1F_18_33
2490,PH,1F,18,34,PH_S_1F_18_34
2491,PH,1F,18,35,PH_S_1F_18_35
2492,PH,1F,18,36,PH_S_1F_18_36
2493,PH,1F,18,37,PH_S_1F_18_37
2494,PH,1F,18,38,PH_S_1F_18_38
2495,PH,1F,18,39,PH_S_1F_18_39
2496,PH,1F,18,40,PH_S_1F_18_40
2497,PH,1F,18,41,PH_S_1F_18_41
2498,PH,1F,18,42,PH_S_1F_18_42
2499,PH,1F,18,43,PH_S_1F_18_43
2500,PH,1F,18,44,PH_S_1F_18_44
2501,PH,1F,18,45,PH_S_1F_18_45
2502,PH,1F,18,46,PH_S_1F_18_46
2503,PH,1F,18,47,PH_S_1F_18_47
2504,PH,1F,18,48,PH_S_1F_18_48
2505,PH,1F,18,49,PH_S_1F_18_49
2506,PH,1F,18,50,PH_S_1F_18_50
2507,PH,1F,18,51,PH_S_1F_18_51
2508,PH,1F,18,52,PH_S_1F_18_52
2509,PH,1F,18,53,PH_S_1F_18_53
2510,PH,1F,18,54,PH_S_1F_18_54
2511,PH,1F,18,55,PH_S_1F_18_55
2512,PH,1F,18,56,PH_S_1F_18_56
2513,PH,1F,18,57,PH_S_1F_18_57
2514,PH,1F,18,58,PH_S_1F_18_58
2515,PH,1F,18,59,PH_S_1F_18_59
2516,PH,1F,18,60,PH_S_1F_18_60
2517,PH,1F,18,61,PH_S_1F_18_61
2518,PH,1F,18,62,PH_S_1F_18_62
2519,PH,1F,18,63,PH_S_1F_18_63
2520,PH,1F,18,64,PH_S_1F_18_64
2521,PH,1F,18,65,PH_S_1F_18_65
2522,PH,1F,18,66,PH_S_1F_18_66
2523,PH,1F,18,67,PH_S_1F_18_67
2524,PH,1F,18,68,PH_S_1F_18_68
2525,PH,1F,18,69,PH_S_1F_18_69
2526,PH,1F,18,70,PH_S_1F_18_70
2527,PH,1F,18,71,PH_S_1F_18_71
2528,PH,1F,18,72,PH_S_1F_18_72
2529,PH,1F,19,14,PH_S_1F_19_14
2530,PH,1F,19,15,PH_S_1F_19_15
2531,PH,1F,19,16,PH_S_1F_19_16
2532,PH,1F,19,17,PH_S_1F_19_17
2533,PH,1F,19,18,PH_S_1F_19_18
2534,PH,1F,19,19,PH_S_1F_19_19
2535,PH,1F,19,20,PH_S_1F_19_20
2536,PH,1F,19,21,PH_S_1F_19_21
2537,PH,1F,19,22,PH_S_1F_19_22
2538,PH,1F,19,23,PH_S_1F_19_23
